34 1673818488 0,000000 0,000000 -101,000000 0,000000 0,000000
34 1673818489 0,000000 0,000000 -101,000000 0,000000 0,000000
34 1673818490 0,000000 0,000000 -101,000000 0,000000 0,000000
34 1673818491 0,000000 0,000000 -101,000000 0,000000 0,000000
34 1673818492 4,000000 0,200000 0,800000 0,800000 -20,200000
34 1673818493 4,000000 0,200000 1,600000 1,600000 -20,200000
34 1673818494 4,000000 0,200000 2,400000 2,400000 -20,200000
34 1673818495 4,000000 0,200000 3,200000 3,200000 -20,200000
34 1673818496 4,000000 0,200000 4,000000 4,000000 -20,200000
34 1673818497 1,000000 0,400000 4,400000 4,400000 -20,200000
34 1673818498 1,000000 0,400000 4,800000 4,800000 -20,200000
34 1673818499 1,000000 0,400000 5,200000 5,200000 -20,200000
34 1673818500 1,000000 0,400000 5,600000 5,600000 -20,200000
34 1673818501 1,000000 0,400000 6,000000 6,000000 -20,200000
34 1673818502 -0,666667 0,600000 5,600000 5,600000 -20,200000
34 1673818503 -0,666667 0,600000 5,200000 5,200000 -20,200000
34 1673818504 -0,666667 0,600000 4,800000 4,800000 -20,200000
34 1673818505 -0,666667 0,600000 4,400000 4,400000 -20,200000
34 1673818506 -0,666667 0,600000 4,000000 4,000000 -20,200000
34 1673818507 1,000000 0,800000 4,800000 4,800000 -20,200000
34 1673818508 1,000000 0,800000 5,600000 5,600000 -20,200000
34 1673818509 1,000000 0,800000 6,400000 6,400000 -20,200000
34 1673818510 1,000000 0,800000 7,200000 7,200000 -20,200000
34 1673818511 1,000000 0,800000 8,000000 8,000000 -20,200000
34 1673818512 -0,714286 1,400000 7,000000 7,000000 -20,200000
34 1673818513 -0,714286 1,400000 6,000000 6,000000 -20,200000
34 1673818514 -0,714286 1,400000 5,000000 5,000000 -20,200000
34 1673818515 -0,714286 1,400000 4,000000 4,000000 -20,200000
34 1673818516 -0,714286 1,400000 3,000000 3,000000 -20,200000
34 1673818517 0,000000 1,400000 3,000000 3,000000 -20,200000
34 1673818518 0,000000 1,400000 3,000000 3,000000 -20,200000
34 1673818519 0,000000 1,400000 3,000000 3,000000 -20,200000
34 1673818520 0,000000 1,400000 3,000000 3,000000 -20,200000
34 1673818521 0,000000 1,400000 3,000000 3,000000 -20,200000
34 1673818522 0,555556 1,800000 4,000000 4,000000 -20,200000
34 1673818523 0,555556 1,800000 5,000000 5,000000 -20,200000
34 1673818524 0,555556 1,800000 6,000000 6,000000 -20,200000
34 1673818525 0,555556 1,800000 7,000000 7,000000 -20,200000
34 1673818526 0,555556 1,800000 8,000000 8,000000 -20,200000
34 1673818527 -0,083333 2,400000 7,800000 7,800000 -20,200000
34 1673818528 -0,083333 2,400000 7,600000 7,600000 -20,200000
34 1673818529 -0,083333 2,400000 7,400000 7,400000 -20,200000
34 1673818530 -0,083333 2,400000 7,200000 7,200000 -20,200000
34 1673818531 -0,083333 2,400000 7,000000 7,000000 -20,200000
34 1673818532 -0,153846 2,600000 6,600000 6,600000 -20,200000
34 1673818533 -0,153846 2,600000 6,200000 6,200000 -20,200000
34 1673818534 -0,153846 2,600000 5,800000 5,800000 -20,200000
34 1673818535 -0,153846 2,600000 5,400000 5,400000 -20,200000
34 1673818536 -0,153846 2,600000 5,000000 5,000000 -20,200000
34 1673818537 0,312500 3,200000 6,000000 6,000000 -20,200000
34 1673818538 0,312500 3,200000 7,000000 7,000000 -20,200000
34 1673818539 0,312500 3,200000 8,000000 8,000000 -20,200000
34 1673818540 0,312500 3,200000 9,000000 9,000000 -20,200000
34 1673818541 0,312500 3,200000 10,000000 10,000000 -20,200000
34 1673818542 0,117647 3,400000 10,400000 10,400000 -20,200000
34 1673818543 0,117647 3,400000 10,800000 10,800000 -20,200000
34 1673818544 0,117647 3,400000 11,200000 11,200000 -20,200000
34 1673818545 0,117647 3,400000 11,600000 11,600000 -20,200000
34 1673818546 0,117647 3,400000 12,000000 12,000000 -20,200000
34 1673818547 -0,111111 3,600000 11,600000 11,600000 -20,200000
34 1673818548 -0,111111 3,600000 11,200000 11,200000 -20,200000
34 1673818549 -0,111111 3,600000 10,800000 10,800000 -20,200000
34 1673818550 -0,111111 3,600000 10,400000 10,400000 -20,200000
34 1673818551 -0,111111 3,600000 10,000000 10,000000 -20,200000
34 1673818552 0,210526 3,800000 10,800000 10,800000 -20,200000
34 1673818553 0,210526 3,800000 11,600000 11,600000 -20,200000
34 1673818554 0,210526 3,800000 12,400000 12,400000 -20,200000
34 1673818555 0,210526 3,800000 13,200000 13,200000 -20,200000
34 1673818556 0,210526 3,800000 14,000000 14,000000 -20,200000
34 1673818557 -0,043478 4,600000 13,800000 13,800000 -20,200000
34 1673818558 -0,043478 4,600000 13,600000 13,600000 -20,200000
34 1673818559 -0,043478 4,600000 13,400000 13,400000 -20,200000
34 1673818560 -0,043478 4,600000 13,200000 13,200000 -20,200000
34 1673818561 -0,043478 4,600000 13,000000 13,000000 -20,200000
34 1673818562 0,120000 5,000000 13,600000 13,600000 -20,200000
34 1673818563 0,120000 5,000000 14,200000 14,200000 -20,200000
34 1673818564 0,120000 5,000000 14,800000 14,800000 -20,200000
34 1673818565 0,120000 5,000000 15,400000 15,400000 -20,200000
34 1673818566 0,120000 5,000000 16,000000 16,000000 -20,200000
34 1673818567 0,074074 5,400000 16,400000 16,400000 -20,200000
34 1673818568 0,074074 5,400000 16,800000 16,800000 -20,200000
34 1673818569 0,074074 5,400000 17,200000 17,200000 -20,200000
34 1673818570 0,074074 5,400000 17,600000 17,600000 -20,200000
34 1673818571 0,074074 5,400000 18,000000 18,000000 -20,200000
34 1673818572 0,035714 5,600000 18,200000 18,200000 -20,200000
34 1673818573 0,035714 5,600000 18,400000 18,400000 -20,200000
34 1673818574 0,035714 5,600000 18,600000 18,600000 -20,200000
34 1673818575 0,035714 5,600000 18,800000 18,800000 -20,200000
34 1673818576 0,035714 5,600000 19,000000 19,000000 -20,200000
