117 1673818826 0,200000 -1,000000 0,200000 0,200000 0,008000
117 1673818825 0,200000 -1,000000 0,200000 0,200000 0,008000
117 1673818824 0,200000 -1,000000 0,200000 0,200000 0,008000
117 1673818823 0,200000 -1,000000 0,200000 0,200000 0,008000
117 1673818822 0,200000 -1,000000 0,200000 0,200000 0,008000
112 1673818826 0,200000 -1,000000 0,200000 0,200000 0,008000
112 1673818825 0,200000 -1,000000 0,200000 0,200000 0,008000
112 1673818824 0,200000 -1,000000 0,200000 0,200000 0,008000
112 1673818823 0,200000 -1,000000 0,200000 0,200000 0,008000
112 1673818822 0,200000 -1,000000 0,200000 0,200000 0,008000
115 1673818826 0,200000 -1,000000 0,200000 0,200000 0,008000
115 1673818825 0,200000 -1,000000 0,200000 0,200000 0,008000
115 1673818824 0,200000 -1,000000 0,200000 0,200000 0,008000
115 1673818823 0,200000 -1,000000 0,200000 0,200000 0,008000
115 1673818822 0,200000 -1,000000 0,200000 0,200000 0,008000
