14 1673818487 1,000000 -1,000000 -101,000000 0,000000 0,000000
14 1673818488 1,000000 -1,000000 -101,000000 0,000000 0,000000
14 1673818489 1,000000 -1,000000 -101,000000 0,000000 0,000000
14 1673818487 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818488 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818489 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818490 1,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818491 1,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818492 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818493 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818494 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818495 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818496 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818497 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818498 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818499 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818500 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818501 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818502 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818503 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818504 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818487 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818488 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818489 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818490 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818491 0,200000 -1,000000 0,200000 0,200000 0,008000
14 1673818505 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818506 0,200000 -1,000000 -101,000000 0,000000 0,000000
14 1673818507 0,400000 -1,000000 -101,000000 0,000000 0,000000
14 1673818508 0,400000 -1,000000 -101,000000 0,000000 0,000000
14 1673818509 0,400000 -1,000000 -101,000000 0,000000 0,000000
14 1673818510 0,400000 -1,000000 -101,000000 0,000000 0,000000
14 1673818511 0,400000 -1,000000 -101,000000 0,000000 0,000000
14 1673818512 0,800000 -1,000000 -101,000000 0,000000 0,000000
14 1673818513 0,800000 -1,000000 -101,000000 0,000000 0,000000
14 1673818514 0,800000 -1,000000 -101,000000 0,000000 0,000000
14 1673818515 0,800000 -1,000000 -101,000000 0,000000 0,000000
14 1673818516 0,800000 -1,000000 -101,000000 0,000000 0,000000
14 1673818517 0,400000 -1,000000 -101,000000 0,000000 0,000000
