26 1673818492 2493,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818493 2493,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818494 2493,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818495 2493,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818496 2493,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818497 1569,800000 -1,000000 -101,000000 0,000000 0,000000
26 1673818498 1569,800000 -1,000000 -101,000000 0,000000 0,000000
26 1673818499 1569,800000 -1,000000 -101,000000 0,000000 0,000000
26 1673818500 1569,800000 -1,000000 -101,000000 0,000000 0,000000
26 1673818501 1569,800000 -1,000000 -101,000000 0,000000 0,000000
26 1673818502 2035,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818503 2035,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818504 2035,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818505 2035,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818506 2035,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818507 2494,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818508 2494,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818509 2494,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818510 2494,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818511 2494,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818512 2342,000000 -1,000000 -101,000000 0,000000 0,000000
26 1673818513 2342,000000 -1,000000 -101,000000 0,000000 0,000000
26 1673818514 2342,000000 -1,000000 -101,000000 0,000000 0,000000
26 1673818515 2342,000000 -1,000000 -101,000000 0,000000 0,000000
26 1673818516 2342,000000 -1,000000 -101,000000 0,000000 0,000000
26 1673818517 1167,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818518 1167,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818519 1167,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818520 1167,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818521 1167,200000 -1,000000 -101,000000 0,000000 0,000000
26 1673818522 3306,600000 -1,000000 -101,000000 0,000000 0,000000
26 1673818523 3306,600000 -1,000000 -101,000000 0,000000 0,000000
26 1673818524 3306,600000 -1,000000 -101,000000 0,000000 0,000000
26 1673818525 3306,600000 -1,000000 -101,000000 0,000000 0,000000
26 1673818526 3306,600000 -1,000000 -101,000000 0,000000 0,000000
26 1673818527 3969,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818528 3969,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818529 3969,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818530 3969,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818531 3969,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818532 852,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818533 852,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818534 852,400000 -1,000000 -101,000000 0,000000 0,000000
26 1673818535 852,400000 -1,000000 -101,000000 0,000000 0,000000
