24 1673818492 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818493 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818494 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818495 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818496 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818497 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818498 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818499 1,000000 -1,000000 -101,000000 0,000000 0,000000
38 1673818497 0,600000 -1,000000 -101,000000 0,000000 0,000000
38 1673818498 0,600000 -1,000000 -101,000000 0,000000 0,000000
38 1673818499 0,600000 -1,000000 -101,000000 0,000000 0,000000
24 1673818500 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818501 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818502 0,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818503 0,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818504 0,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818500 0,600000 -1,000000 -101,000000 0,000000 0,000000
38 1673818501 0,600000 -1,000000 -101,000000 0,000000 0,000000
38 1673818502 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818503 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818504 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818505 0,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818506 0,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818507 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818508 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818509 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818505 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818506 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818510 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818511 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818512 1,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818513 1,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818514 1,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818512 2,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818513 2,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818514 2,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818515 1,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818516 1,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818515 2,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818516 2,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818522 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818523 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818524 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818525 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818526 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818527 0,600000 -1,000000 -101,000000 0,000000 0,000000
24 1673818528 0,600000 -1,000000 -101,000000 0,000000 0,000000
24 1673818529 0,600000 -1,000000 -101,000000 0,000000 0,000000
38 1673818527 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818528 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818529 0,800000 -1,000000 -101,000000 0,000000 0,000000
24 1673818530 0,600000 -1,000000 -101,000000 0,000000 0,000000
24 1673818531 0,600000 -1,000000 -101,000000 0,000000 0,000000
38 1673818530 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818531 0,800000 -1,000000 -101,000000 0,000000 0,000000
38 1673818532 0,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818533 0,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818534 0,400000 -1,000000 -101,000000 0,000000 0,000000
24 1673818537 2,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818538 2,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818539 2,000000 -1,000000 -101,000000 0,000000 0,000000
38 1673818535 0,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818536 0,400000 -1,000000 -101,000000 0,000000 0,000000
38 1673818537 1,000000 -1,000000 -101,000000 0,000000 0,000000
38 1673818538 1,000000 -1,000000 -101,000000 0,000000 0,000000
38 1673818539 1,000000 -1,000000 -101,000000 0,000000 0,000000
24 1673818540 2,000000 -1,000000 -101,000000 0,000000 0,000000
