28 1673818492 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818493 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818494 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818495 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818496 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818497 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818498 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818499 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818500 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818501 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818502 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818503 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818504 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818505 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818506 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818507 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818508 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818509 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818510 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818511 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818512 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818513 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818514 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818515 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818516 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818517 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818518 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818519 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818520 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818521 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818522 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818523 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818524 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818525 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818526 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818527 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818528 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818529 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818530 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818531 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818532 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818533 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818534 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818535 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818536 0,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818537 3,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818538 3,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818539 3,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818540 3,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818541 3,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818542 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818543 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818544 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818545 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818546 1,400000 -1,000000 -101,000000 0,000000 0,000000
28 1673818547 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818548 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818549 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818550 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818551 1,200000 -1,000000 -101,000000 0,000000 0,000000
28 1673818552 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818553 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818554 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818555 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818556 1,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818557 4,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818558 4,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818559 4,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818560 4,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818561 4,600000 -1,000000 -101,000000 0,000000 0,000000
28 1673818562 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818563 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818564 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818565 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818566 2,000000 -1,000000 -101,000000 0,000000 0,000000
28 1673818567 2,800000 -1,000000 -101,000000 0,000000 0,000000
