91 1673818557 0,600000 -1,000000 -101,000000 0,000000 0,000000
91 1673818558 0,600000 -1,000000 -101,000000 0,000000 0,000000
91 1673818559 0,600000 -1,000000 -101,000000 0,000000 0,000000
91 1673818560 0,600000 -1,000000 -101,000000 0,000000 0,000000
91 1673818561 0,600000 -1,000000 -101,000000 0,000000 0,000000
91 1673818562 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818563 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818564 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818565 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818566 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818687 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818688 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818689 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818690 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818691 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818742 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818743 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818744 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818745 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818746 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818802 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818803 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818804 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818805 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818806 0,200000 -1,000000 -101,000000 0,000000 0,000000
91 1673818887 0,400000 -1,000000 -101,000000 0,000000 0,000000
91 1673818888 0,400000 -1,000000 -101,000000 0,000000 0,000000
91 1673818889 0,400000 -1,000000 -101,000000 0,000000 0,000000
91 1673818890 0,400000 -1,000000 -101,000000 0,000000 0,000000
91 1673818891 0,400000 -1,000000 -101,000000 0,000000 0,000000
91 1673818976 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818975 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818974 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818973 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818972 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818921 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818920 0,200000 -1,000000 0,200000 0,200000 0,008000
91 1673818919 0,200000 -1,000000 0,200000 0,200000 0,008000
